,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sid,ライン番号,発話文番号,発話文終了,話者,発       話       内       容,,コーディング項目2,コーディング項目3,コーディング項目4,コーディング項目5,コーディング項目6,コーディング項目7,コーディング項目8,コーディング項目9,コーディング項目10,コーディング項目11,コーディング項目12,コーディング項目13,コーディング項目14,コーディング項目15,コーディング項目16,コーディング項目17,コーディング項目18,コーディング項目19,コーディング項目20,
,,2,260,249,*,JF011,あ、うん。,,,,,,,,,,,,,,,,,,,,,
,,1,261,250-1,/,JF012,"ドラッグ,,",,,,,,,,,,,,,,,,,,,,,
,,2,262,251,*,JF011,<あ、ほんと>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,263,250-2,*,JF012,<######>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,264,252,*,JF011,へー。,,,,,,,,,,,,,,,,,,,,,
,,1,265,253,*,JF012,そう。,,,,,,,,,,,,,,,,,,,,,
,,1,266,254-1,/,JF012,"それでー、だから服装とかー(うん)、フェミニズムみたいな感じから,,",,,,,,,,,,,,,,,,,,,,,
,,2,267,255,*,JF011,あ、ほんとー。,,,,,,,,,,,,,,,,,,,,,
,,1,268,254-2,*,JF012,切ろうかなと思って<####>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,269,256,*,JF011,<へー>{>}。,,,,,,,,,,,,,,,,,,,,,
,,1,270,257,*,JF012,で、インタビューをすることに。,,,,,,,,,,,,,,,,,,,,,
,,2,271,258,*,JF011,なんかでも、服装って重要だよね、ほんと。,,,,,,,,,,,,,,,,,,,,,
,,1,272,259,*,JF012,<重要>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,273,260,*,JF011,<髪型>{>}とか。,,,,,,,,,,,,,,,,,,,,,
,,1,274,261,*,JF012,重要。,,,,,,,,,,,,,,,,,,,,,
,,1,275,262,*,JF012,ね。,,,,,,,,,,,,,,,,,,,,,
,,2,276,263,*,JF011,《少し間》確かに。,,,,,,,,,,,,,,,,,,,,,
,,1,277,264,*,JF012,だって、ね。,,,,,,,,,,,,,,,,,,,,,
,,2,278,265,*,JF011,うん。,,,,,,,,,,,,,,,,,,,,,
,,1,279,266,*,JF012,やっぱ8割以上、見かけでしょ<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,280,267,*,JF011,なんか、もてる系の格好してる人はしてる(うーん)もんね。,,,,,,,,,,,,,,,,,,,,,
,,1,281,268,*,JF012,そうそう。,,,,,,,,,,,,,,,,,,,,,
,,2,282,269,*,JF011,なんか、居酒屋やってると、よく思う<よ、なんか>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,283,270,*,JF012,<あ、ほんと>{>}にー。,,,,,,,,,,,,,,,,,,,,,
,,2,284,271,*,JF011,うん。,,,,,,,,,,,,,,,,,,,,,
,,2,285,272,*,JF011,お客さんとかだけどね。,,,,,,,,,,,,,,,,,,,,,
,,1,286,273,*,JF012,うーん。,,,,,,,,,,,,,,,,,,,,,
,,1,287,274,*,JF012,あー、若い子(うーん)#####。,,,,,,,,,,,,,,,,,,,,,
,,2,288,275,*,JF011,そうそうそうそう。,,,,,,,,,,,,,,,,,,,,,
,,2,289,276,*,JF011,なんか、《少し間》なんか、友達とただ飲んでる人とかさ、家族でただ来てる人の服装とさー(うん)、なんか、そう、なんか人の構成から見てそうなんだろうけどー(うん)、違う風に見える人の服装ってあるもんね。,,,,,,,,,,,,,,,,,,,,,
,,1,290,277,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,2,291,278,*,JF011,“合コンか?”みたいな。,,,,,,,,,,,,,,,,,,,,,
,,1,292,279,*,JF012,<うん?>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,293,280,*,JF011,<“ただ>{>}の友達飲みじゃないな?”みたいな。,,,,,,,,,,,,,,,,,,,,,
,,1,294,281,*,JF012,あー。,,,,,,,,,,,,,,,,,,,,,
,,2,295,282,*,JF011,ちょっと“合コンか?”、みたいな。,,,,,,,,,,,,,,,,,,,,,
,,1,296,283,*,JF012,<くすっと笑う>あるねー。,,,,,,,,,,,,,,,,,,,,,
,,2,297,284-1,/,JF011,"ちょっとOL系っつーか,,",,,,,,,,,,,,,,,,,,,,,
,,1,298,285,*,JF012,<あるねー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,299,284-2,*,JF011,<おねー系>{>}の格好お姉さんがしてると(うん)、そう見える。,,,,,,,,,,,,,,,,,,,,,
,,1,300,286,*,JF012,か、このひときゃば嬢とか<2人で笑う>。,,,,,,,,,,,,,,,,,,,,,
,,2,301,287,*,JF011,ねー、思っちゃうよねー。,,,,,,,,,,,,,,,,,,,,,
,,1,302,288,*,JF012,思っちゃうね。,,,,,,,,,,,,,,,,,,,,,
,,2,303,289,*,JF011,あれは、な、なんなんだろうね。,,,,,,,,,,,,,,,,,,,,,
,,1,304,290,*,JF012,なんだろう。,,,,,,,,,,,,,,,,,,,,,
,,2,305,291,*,JF011,あーあーあーあーあー。,,,,,,,,,,,,,,,,,,,,,
,,1,306,292,*,JF012,はー。,,,,,,,,,,,,,,,,,,,,,
,,2,307,293,*,JF011,まー、「人名1」んちにでも遊びに行こうぜ、ちょっと。,,,,,,,,,,,,,,,,,,,,,
,,1,308,294,*,JF012,そうだ<ねー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,309,295,*,JF011,<うー>{>}ん。,,,,,,,,,,,,,,,,,,,,,
,,1,310,296,*,JF012,もう1枚入ってないのかな。,,,,,,,,,,,,,,,,,,,,,
,,2,311,297,*,JF011,入ってないよ。,,,,,,,,,,,,,,,,,,,,,
,,1,312,298,*,JF012,入ってないよ。,,,,,,,,,,,,,,,,,,,,,
,,2,313,299,*,JF011,もう、すでに紙風船になっちゃった。,,,,,,,,,,,,,,,,,,,,,
,,1,314,300,*,JF012,ねー。,,,,,,,,,,,,,,,,,,,,,
,,2,315,301,*,JF011,えー、普段「JF012あだ名」ーに対して抱いている、印象[↑]。,,,,,,,,,,,,,,,,,,,,,
,,1,316,302,*,JF012,ふっふっふ<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,317,303,*,JF011,どんな印象。,,,,,,,,,,,,,,,,,,,,,
,,1,318,304,*,JF012,どうなの?。,,,,,,,,,,,,,,,,,,,,,
,,1,319,305,*,JF012,<笑いながら>なんかさー(うん)、うちらもうすっかり夏パ[夏休みパーティー]から遠ざかってんだけどさー、めんどくさい準備とか(<笑い>)。,,,,,,,,,,,,,,,,,,,,,
,,1,320,306,*,JF012,ごめんね<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,321,307,*,JF011,全然<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,322,308,*,JF011,あーあーあーあー[何かを思い出したような感じ]。,,,,,,,,,,,,,,,,,,,,,
,,2,323,309,*,JF011,え、全然そんなことないよ。,,,,,,,,,,,,,,,,,,,,,
,,1,324,310,*,JF012,あ、ほんと[↑]。,,,,,,,,,,,,,,,,,,,,,
,,2,325,311,*,JF011,えー、ていうか、わたしもさー、ちょっとむしろ、今回ゲストだと思ってたのにっていう感じ<が、ちょっと>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,326,312,*,JF012,<ねー、何で>{>}やってんの。,,,,,,,,,,,,,,,,,,,,,
,,2,327,313,*,JF011,うーん。,,,,,,,,,,,,,,,,,,,,,
,,1,328,314-1,/,JF012,"ていうか,,",,,,,,,,,,,,,,,,,,,,,
,,2,329,315,*,JF011,<ちょっとある>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,330,314-2,*,JF012,<あの人>{>}、やり、すぎだよね、(<笑い>)前からね。,,,,,,,,,,,,,,,,,,,,,
,,1,331,316,*,JF012,好きなんだろうね。,,,,,,,,,,,,,,,,,,,,,
,,2,332,317,*,JF011,そう。,,,,,,,,,,,,,,,,,,,,,
,,2,333,318,*,JF011,<そう思ってなんかー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,334,319,*,JF012,<それを「JF011名前」に>{>}、“やらなーい?”<とかい>{<}<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,335,320,*,JF011,<そうそうそう>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,336,321-1,/,JF011,"何かねー、分かるんだけどー(うん)、1人###やっちゃつまんないっていうのもあるしー(うん)、なんかそういうのがねー、面白さの醍醐味だっつーのはわかるんだけ<どー>{<},,",,,,,,,,,,,,,,,,,,,,,
,,1,337,322,*,JF012,<うん>{>}、<わかるー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,338,321-2,*,JF011,<なんかちょっと>{>}、私的にストイックに、やりたいなっていう、勉強とかしたいなっつー気持ちもあって。,,,,,,,,,,,,,,,,,,,,,
,,1,339,323,*,JF012,あ、そっか。,,,,,,,,,,,,,,,,,,,,,
,,2,340,324,*,JF011,うん。,,,,,,,,,,,,,,,,,,,,,
,,2,341,325,*,JF011,いまも、時間あればパソコンの前に、いたでしょ?。,,,,,,,,,,,,,,,,,,,,,
,,2,342,326,*,JF011,なんか、そんなこと言って、も、昨日も1日何にもしてないんだよねー、私。,,,,,,,,,,,,,,,,,,,,,
,,2,343,327,*,JF011,だから結局、いっかと思って、手伝っちゃったりしてるけど=。,,,,,,,,,,,,,,,,,,,,,
,,2,344,328-1,/,JF011,"=明日もなんかさー(うーん)、6時からくりゃいいのかと思いきや、11時<とか>{<},,",,,,,,,,,,,,,,,,,,,,,
,,1,345,329,*,JF012,<ね>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,346,328-2,*,JF011,んなるじゃん、<なんか>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,347,330,*,JF012,<なんでー>{>}、なんでー。,,,,,,,,,,,,,,,,,,,,,
,,1,348,331,*,JF012,違うもっとねー(うん)、あの質問だってさ、もっと詰めれば10分で終わるじゃん。,,,,,,,,,,,,,,,,,,,,,
,,2,349,332,*,JF011,うん。,,,,,,,,,,,,,,,,,,,,,
,,1,350,333,*,JF012,もう終わってるはず(<笑い>)じゃん。,,,,,,,,,,,,,,,,,,,,,
,,1,351,334,*,JF012,<笑いながら>え、だから、え、明日3時でも間に合うんじゃん[↑]。,,,,,,,,,,,,,,,,,,,,,
,,2,352,335,*,JF011,ねー。,,,,,,,,,,,,,,,,,,,,,
,,1,353,336,*,JF012,何やんの?。,,,,,,,,,,,,,,,,,,,,,
,,2,354,337-1,/,JF011,"何か,,",,,,,,,,,,,,,,,,,,,,,
,,1,355,338,*,JF012,え。,,,,,,,,,,,,,,,,,,,,,
,,2,356,337-2,/,JF011,"何か、何か=,,",,,,,,,,,,,,,,,,,,,,,
,,1,357,339,*,JF012,=<違うよ>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,358,337-3,*,JF011,<かにか>{>}<やることがあるのは分かるけどー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,359,340,*,JF012,<だからあの人に時間を立てさせ>{>}るのが<笑い>いけないんじゃん?<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,360,341,*,JF011,そうなのかな<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,361,342,*,JF012,ていうか、あたしだって勉強したいしさー<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,362,343,*,JF011,そうだよねー。,,,,,,,,,,,,,,,,,,,,,
,,1,363,344,*,JF012,うっふっふん<笑いながら>[笑いながらの相づちと考えられる]。,,,,,,,,,,,,,,,,,,,,,
,,2,364,345,*,JF011,そうだよねー。,,,,,,,,,,,,,,,,,,,,,
,,2,365,346,*,JF011,そうそうー。,,,,,,,,,,,,,,,,,,,,,
,,1,366,347,*,JF012,<吹出すような笑い>ちょっと待って。,,,,,,,,,,,,,,,,,,,,,
,,2,367,348,*,JF011,ねー。,,,,,,,,,,,,,,,,,,,,,
,,1,368,349,*,JF012,うーん。,,,,,,,,,,,,,,,,,,,,,
,,2,369,350-1,/,JF011,"しかも何かー、今回はー(うん)、参加する中でもねー、仲いいのうちら、ぐらいだしさー,,",,,,,,,,,,,,,,,,,,,,,
,,1,370,351,*,JF012,そうだ<ねー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,371,350-2,*,JF011,<なん>{>}か主催って訳じゃないし、そんなにやんなくてもって、まん、むしろ私なんか、むしろ自分がやるほうだったじゃん、いつも。,,,,,,,,,,,,,,,,,,,,,
,,1,372,352,*,JF012,うん<うんうん>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,373,353,*,JF011,<ホスト役だった>{>}じゃん。,,,,,,,,,,,,,,,,,,,,,
,,1,374,354,*,JF012,うんうんうん。,,,,,,,,,,,,,,,,,,,,,
,,2,375,355,*,JF011,だから、ゲストとして行くの、すごい楽しみにしてたわけよ。,,,,,,,,,,,,,,,,,,,,,
,,1,376,356,*,JF012,<ね>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,377,357-1,/,JF011,"<い>{>}きなり行って、お金だけ払って、もう(うん)パーティー始まっちゃって、“あ、今日は何やるんだろう”って、<“今日は何を”>{<},,",,,,,,,,,,,,,,,,,,,,,
,,1,378,358,*,JF012,<“あ、せんぱーい”>{>}とか言って。,,,,,,,,,,,,,,,,,,,,,
,,2,379,357-2,*,JF011,何が始まるんだろうっていうのが、(<笑い>)面白かったよね。,,,,,,,,,,,,,,,,,,,,,
,,1,380,359,*,JF012,うん<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,381,360,*,JF011,なんかやること分かってたら<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,382,361,*,JF012,な、答えまでわかって<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,383,362,*,JF011,そうそう<笑いながら>[強く共感している感じ]。,,,,,,,,,,,,,,,,,,,,,
,,1,384,363,*,JF012,####もう<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,385,364,*,JF012,もうだめだ、今回も。,,,,,,,,,,,,,,,,,,,,,
,,2,386,365,*,JF011,そうそうそうそう<軽く笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,387,366,*,JF012,ねー。,,,,,,,,,,,,,,,,,,,,,
,,2,388,367,*,JF011,<え、え>{<}[何かを切り出そうとしているか?]。,,,,,,,,,,,,,,,,,,,,,
,,2,389,368,*,JF011,<あーあ>{>}って感じ。,,,,,,,,,,,,,,,,,,,,,
,,1,390,369-1,/,JF012,"そうそう、1回ねー、何かねー、携わんないでねー,,",,,,,,,,,,,,,,,,,,,,,
,,2,391,370,*,JF011,<そう>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,392,369-2,*,JF012,<“ことの>{>}成り行き見れば?”って言ったけどね(うん)、“それはやだ”とか言ってんの。,,,,,,,,,,,,,,,,,,,,,
,,2,393,371,*,JF011,んな<吹出すような笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,394,372,*,JF012,よく分かんないの<苦笑気味に笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,395,373,*,JF011,じゃ、「人名5」とやればいいのにって、<それもわかるけどね>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,396,374,*,JF012,<ね、ほんとだよ>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,397,375,*,JF011,使えないから、とか言ってね。,,,,,,,,,,,,,,,,,,,,,
,,1,398,376,*,JF012,<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,399,377,*,JF012,でもさー、なんかあの子、あの子の人生において、一体何人がきちんと、さ、言ってあげたんだろうね。,,,,,,,,,,,,,,,,,,,,,
,,2,400,378,*,JF011,うーん。,,,,,,,,,,,,,,,,,,,,,
,,1,401,379,*,JF012,って思ったー。,,,,,,,,,,,,,,,,,,,,,
,,1,402,380,*,JF012,オリエンの(ほーー)時にー(うん)、“あんたしき、あなたが仕切ってるって聞いたからー(うん)、ちょっと連絡すんだけどー、締め切りはいつなの?”って言って(うん)、“あ、もうかじ、各人でやってもらってます”とかいきなり言ってんの。,,,,,,,,,,,,,,,,,,,,,
,,2,403,381,*,JF011,え、何を?。,,,,,,,,,,,,,,,,,,,,,
,,1,404,382,*,JF012,オリエンの、その、申し込み、とか。,,,,,,,,,,,,,,,,,,,,,
,,2,405,383,*,JF011,あ、ほんと[↓]。,,,,,,,,,,,,,,,,,,,,,
,,1,406,384,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,1,407,385,*,JF012,<“だから僕は分かりません”みたいな>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,408,386-1,/,JF011,"<それで仕切ってるって言ってるわけ>{>}じゃない,,",,,,,,,,,,,,,,,,,,,,,
,,1,409,387,*,JF012,<そう>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,410,386-2,*,JF011,<んだ>{>}。,,,,,,,,,,,,,,,,,,,,,
,,1,411,388,*,JF012,あ、言ってんの。,,,,,,,,,,,,,,,,,,,,,
,,2,412,389,*,JF011,連絡だけしてー。,,,,,,,,,,,,,,,,,,,,,
,,1,413,390,*,JF012,そう、最低限、同じ学年(うんうんうん)、にちょろっとして、で、なんか“みんな自分でやりたいらしいから、もう僕はやってません”っていうか、よく<わかんないっていうか>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,414,391,*,JF011,<うそーー>{>}<苦笑気味に笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,415,392,*,JF012,でー、他の子から(うん)、何だろう(うん)、「人名3」っちとかさ、他の子に(うん)、“え、誰がやってんの?”って言ったら(うん)、“「人名5」に連絡すればいいんだよー”とかって3人ぐらいみんな言ってたからー(うん)、連絡したけどー、全然、意味がないっていうか。,,,,,,,,,,,,,,,,,,,,,
,,2,416,393,*,JF011,あ、ほんと[驚いたように]。,,,,,,,,,,,,,,,,,,,,,
,,1,417,394,*,JF012,そう<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,418,395,*,JF011,えーーーー[驚いたように]。,,,,,,,,,,,,,,,,,,,,,
,,1,419,396,*,JF012,ねー。,,,,,,,,,,,,,,,,,,,,,
,,1,420,397-1,/,JF012,"で、“あんた”,,",,,,,,,,,,,,,,,,,,,,,
,,2,421,398,*,JF011,<危ない>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,422,397-2,*,JF012,<“それで>{>}仕切ってるって言ってんのね”とか言って、“無責任じゃないの?”とか言って、送っといた。,,,,,,,,,,,,,,,,,,,,,
,,2,423,399,*,JF011,<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,424,400,*,JF012,言っといたけどー<軽く笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,425,401,*,JF012,分かってない<かも>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,426,402,*,JF011,<えーーー>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,427,403,*,JF011,うん、分かってなさ<そうだね>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,428,404,*,JF012,<うーーん>{>}、ねー。,,,,,,,,,,,,,,,,,,,,,
,,1,429,405,*,JF012,この前「人名6」がさー(うん)、“みんなに言った?”って言ったら、“あ、掲示板に書いたんで、多分知ってると思います”とか言って<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,430,406,*,JF011,もーー[呆れた感じ]。,,,,,,,,,,,,,,,,,,,,,
,,1,431,407-1,/,JF012,"なんか<ねー>{<},,",,,,,,,,,,,,,,,,,,,,,
,,2,432,408,*,JF011,<ダメ>{>}じゃないか。,,,,,,,,,,,,,,,,,,,,,
,,1,433,407-2,*,JF012,伝達手段はね(うん)、なんていうの、置き手紙を3年後に発見するみたいな感じで<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,434,409,*,JF011,意味<なし>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,435,410,*,JF012,<あ>{>}、終わってるとか。,,,,,,,,,,,,,,,,,,,,,
,,2,436,411,*,JF011,伝達の意味なしって<感じ>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,437,412,*,JF012,<うーん>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,438,413,*,JF011,えーー、そうなんだ。,,,,,,,,,,,,,,,,,,,,,
,,1,439,414,*,JF012,そー。,,,,,,,,,,,,,,,,,,,,,
,,2,440,415,*,JF011,うーん、微妙だなー=。,,,,,,,,,,,,,,,,,,,,,
,,2,441,416,*,JF011,=そんなこんなで夏休み、じぶ、なんか、毎年なんだよねー=。,,,,,,,,,,,,,,,,,,,,,
,,2,442,417,*,JF011,=毎年、“夏休みあれやろう、これやろう”と思いつつもー(うん)、なんかやっぱ、最初の2、3日は無条件でダラダラしちゃうしー。,,,,,,,,,,,,,,,,,,,,,
,,1,443,418,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,1,444,419,*,JF012,<ね>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,445,420-1,/,JF011,"<なん>{>}か,,",,,,,,,,,,,,,,,,,,,,,
,,1,446,421,*,JF012,<気づいたら終わりそう>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,447,420-2,*,JF011,<1日、1日が>{>}1個の用事で、だけで、終わっちゃうんだよね、結構。,,,,,,,,,,,,,,,,,,,,,
,,1,448,422,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,2,449,423,*,JF011,ね。,,,,,,,,,,,,,,,,,,,,,
,,2,450,424,*,JF011,明日は、夏パで終わりでしょ?、多分。,,,,,,,,,,,,,,,,,,,,,
,,1,451,425,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,2,452,426,*,JF011,せいぜい、朝ご飯を作れるかどうか(<笑い>)ぐらいだよね。,,,,,,,,,,,,,,,,,,,,,
,,1,453,427,*,JF012,うん、うん。,,,,,,,,,,,,,,,,,,,,,
,,1,454,428,*,JF012,それか、夜になんかするか。,,,,,,,,,,,,,,,,,,,,,
,,2,455,429,*,JF011,そうだねー。,,,,,,,,,,,,,,,,,,,,,
,,2,456,430,*,JF011,カラオケ行きてーなー。,,,,,,,,,,,,,,,,,,,,,
,,1,457,431,*,JF012,そっか。,,,,,,,,,,,,,,,,,,,,,
,,2,458,432,*,JF011,ねー。,,,,,,,,,,,,,,,,,,,,,
,,2,459,433,*,JF011,でも、大人数で行くと歌えないよねー、とか言って。,,,,,,,,,,,,,,,,,,,,,
,,1,460,434,*,JF012,ね。,,,,,,,,,,,,,,,,,,,,,
,,1,461,435,*,JF012,2人がいいね、カラオケは<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,462,436,*,JF011,そうだね。,,,,,,,,,,,,,,,,,,,,,
,,1,463,437,*,JF012,<小人数>{<}【【。,,,,,,,,,,,,,,,,,,,,,
,,2,464,438,*,JF011,】】<2人だと、まー>{>}、相手の歌聞いてないっつーのもあるけどね<2人で笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,465,439,*,JF012,まーね<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,466,440,*,JF012,バーンて<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,467,441,*,JF011,何だっけ、次、次とか言って<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,468,442,*,JF011,2曲入れるねとか言って<2人で笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,469,443,*,JF012,ふふふ、そうそうそう<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,470,444,*,JF012,あー。,,,,,,,,,,,,,,,,,,,,,
,,2,471,445,*,JF011,4人とかね、6人とかね、ちょうどいいかも。,,,,,,,,,,,,,,,,,,,,,
,,1,472,446,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,1,473,447,*,JF012,《沈黙4秒》いやーーー。,,,,,,,,,,,,,,,,,,,,,
,,2,474,448,*,JF011,そうかー、まー、でもー、この2日間だけ、時間割けば、いいのかと思いつつ。,,,,,,,,,,,,,,,,,,,,,
,,1,475,449,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,1,476,450,*,JF012,<そーおー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,477,451,*,JF011,<なんかゲスト>{>}やりたかったなー。,,,,,,,,,,,,,,,,,,,,,
,,2,478,452,*,JF011,今年のクリパ[クリスマスパーティーのことか?]は、ゲストにして欲しいな、あたし。,,,,,,,,,,,,,,,,,,,,,
,,1,479,453,*,JF012,え、そうしようよ、<みんなで>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,480,454,*,JF011,<そうしよう>{>}かー。,,,,,,,,,,,,,,,,,,,,,
,,1,481,455,*,JF012,<うーん>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,482,456,*,JF011,<もう>{>}、徹底的に関わんないようにしてみたい[「してみたい」を強調して]。,,,,,,,,,,,,,,,,,,,,,
,,1,483,457,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,1,484,458,*,JF012,<それでいいと思う>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,485,459,*,JF011,<もて、もてはやされ>{>}たい、じゃない、なんつーの?。,,,,,,,,,,,,,,,,,,,,,
,,1,486,460,*,JF012,私ももて<はやされたい>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,487,461,*,JF011,<もてな、もて>{>}なされたい<大きな笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,488,462,*,JF012,もてはやされたい[この間、JF011は爆笑している]。,,,,,,,,,,,,,,,,,,,,,
,,1,489,463,*,JF012,先輩としてもてはやされたい[言葉の意味を味わっているように][この間、JF011は爆笑している]。,,,,,,,,,,,,,,,,,,,,,
,,1,490,464,*,JF012,“あー、せんぱーい”[声色を変えて]とか言って、無条件に<少し笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,491,465,*,JF011,“来てくれたんですかー”とか言って<少し笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,492,466,*,JF012,ね。,,,,,,,,,,,,,,,,,,,,,
,,2,493,467-1,/,JF011,"いらっしゃいとか言って,,",,,,,,,,,,,,,,,,,,,,,
,,1,494,468,*,JF012,<そうそうそうそう>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,495,467-2,*,JF011,<お金集められて>{>}みたい。,,,,,,,,,,,,,,,,,,,,,
,,1,496,469,*,JF012,ね。,,,,,,,,,,,,,,,,,,,,,
,,2,497,470,*,JF011,財布からお金を出してみたい。,,,,,,,,,,,,,,,,,,,,,
,,1,498,471,*,JF012,ほんとだよー(<笑い>)[ふてくされたような言い方]。,,,,,,,,,,,,,,,,,,,,,
,,1,499,472,*,JF012,ねー。,,,,,,,,,,,,,,,,,,,,,
,,2,500,473,*,JF011,ねー。,,,,,,,,,,,,,,,,,,,,,
,,1,501,474,*,JF012,ねー。,,,,,,,,,,,,,,,,,,,,,
,,2,502,475,*,JF011,たまにはなー(うーん)、しかもクリスマスなんかで、あー、入って、ごちそうが出てたら、すごいうれしいだろうなー、私。,,,,,,,,,,,,,,,,,,,,,
,,1,503,476,*,JF012,いい<なー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,504,477,*,JF011,<夏パ>{>}はまだいいとして。,,,,,,,,,,,,,,,,,,,,,
,,1,505,478,*,JF012,いいなー。,,,,,,,,,,,,,,,,,,,,,
,,2,506,479,*,JF011,うーん。,,,,,,,,,,,,,,,,,,,,,
,,1,507,480,*,JF012,いいね、それ。,,,,,,,,,,,,,,,,,,,,,
,,2,508,481,*,JF011,ね。,,,,,,,,,,,,,,,,,,,,,
,,1,509,482,*,JF012,ちょっと。,,,,,,,,,,,,,,,,,,,,,
,,2,510,483,*,JF011,ほんとだよ。,,,,,,,,,,,,,,,,,,,,,
,,1,511,484,*,JF012,がん<ばろ>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,512,485,*,JF011,<ここ>{>}でトイレ行ったりするのって(<大笑い>)、ありなの?<2人で大笑い>。,,,,,,,,,,,,,,,,,,,,,
